202012140540;21.6;1000.91;56.3;-54;92
202012140545;21.5;1001.02;56.6;-54;92
202012140550;21.5;1001.01;56.7;-54;92
202012140555;21.5;1001.06;56.9;-52;96
202012140600;21.5;1001.08;56.9;-52;96
202012140605;21.5;1001.07;56.7;-56;88
202012140610;21.5;1001.00;56.9;-53;94
202012140615;21.5;1001.02;56.7;-53;94
202012140620;21.6;1001.24;56.4;-51;98
202012140625;21.6;1001.14;56.5;-53;94
202012140630;21.6;1001.02;56.4;-52;96
202012140635;21.6;1001.19;56.3;-54;92
202012140640;21.6;1001.19;56.5;-54;92
202012140645;21.6;1001.07;56.3;-54;92
202012140650;21.6;1001.23;56.3;-54;92
202012140655;21.6;1000.99;56.4;-57;86
202012140700;21.6;1000.94;56.5;-55;90
202012140705;21.6;1000.94;56.6;-55;90
202012140710;21.5;1000.98;56.8;-55;90
202012140715;21.5;1001.03;56.9;-55;90
202012140720;21.6;1001.16;56.7;-57;86
202012140725;21.6;1001.19;57.0;-56;88
202012140730;21.6;1001.16;56.8;-57;86
202012140735;21.6;1001.27;56.8;-55;90
202012140740;21.6;1001.33;56.6;-57;86
202012140745;21.7;1001.26;56.7;-55;90
202012140750;21.6;1001.20;56.6;-53;94
202012140755;21.7;1001.17;56.5;-54;92
202012140800;21.7;1001.19;56.7;-55;90
202012140805;21.6;1001.34;56.6;-54;92
202012140810;21.7;1001.43;56.4;-55;90
202012140815;21.6;1001.37;56.7;-54;92
202012140820;21.6;1001.42;56.6;-53;94
202012140825;21.7;1001.56;56.7;-53;94
202012140830;21.6;1001.73;56.8;-55;90
202012140835;21.6;1001.65;57.0;-55;90
202012140840;21.6;1001.79;56.9;-55;90
202012140845;21.6;1001.89;56.9;-55;90
202012140850;21.6;1001.81;56.8;-53;94
202012140855;21.7;1001.82;56.6;-54;92
202012140900;21.7;1001.76;56.4;-55;90
202012140905;21.8;1001.89;56.5;-53;94
202012140910;21.7;1001.87;56.5;-53;94
202012140915;21.8;1001.88;56.4;-54;92
202012140920;21.7;1001.78;56.6;-50;100
202012140925;21.7;1001.91;56.5;-52;96
202012140930;21.7;1001.85;56.7;-53;94
202012140935;21.8;1001.84;56.4;-52;96
202012140940;21.8;1001.96;56.4;-54;92
202012140945;21.8;1001.97;56.4;-54;92
202012140950;21.7;1001.94;56.5;-53;94
202012140955;21.7;1001.84;56.7;-54;92
202012141000;21.7;1001.99;56.9;-55;90
202012141005;21.7;1001.95;56.9;-54;92
202012141010;21.6;1001.96;57.0;-54;92
202012141015;21.7;1002.06;56.8;-53;94
202012141020;21.8;1002.14;56.8;-53;94
202012141025;21.8;1002.23;56.6;-54;92
202012141030;21.8;1002.36;56.6;-54;92
202012141035;21.8;1002.25;56.7;-55;90
202012141040;21.8;1002.19;56.7;-55;90
202012141045;21.8;1002.27;56.5;-55;90
202012141050;21.8;1002.18;56.4;-56;88
202012141055;21.8;1002.18;56.7;-54;92
202012141100;21.9;1002.19;56.4;-54;92
202012141105;21.9;1002.30;56.3;-54;92
202012141110;21.9;1002.21;56.5;-52;96
202012141115;21.8;1002.14;56.5;-55;90
202012141120;21.8;1001.95;56.7;-58;84
202012141125;21.8;1002.04;56.9;-52;96
202012141130;21.6;1001.95;57.9;-51;98
202012141135;21.8;1001.86;58.2;-56;88
202012141140;21.8;1001.77;58.0;-54;92
202012141145;21.8;1001.91;58.5;-52;96
202012141150;21.8;1001.83;60.0;-53;94
202012141155;21.9;1001.59;59.5;-53;94
202012141200;21.9;1001.62;59.0;-55;90
202012141205;21.8;1001.60;59.2;-54;92
202012141210;22.0;1001.76;59.6;-60;80
202012141215;22.0;1001.54;59.1;-56;88
202012141220;22.0;1001.43;59.7;-57;86
202012141225;22.0;1001.47;59.2;-54;92
202012141230;22.0;1001.51;58.8;-57;86
202012141235;22.0;1001.55;58.4;-57;86
202012141240;22.0;1001.55;59.9;-56;88
202012141245;21.9;1001.59;59.5;-55;90
202012141250;21.9;1001.48;59.1;-57;86
202012141255;21.9;1001.37;59.4;-57;86
202012141300;21.9;1001.51;59.3;-53;94
202012141305;21.8;1001.50;59.4;-55;90
202012141310;21.8;1001.44;59.3;-62;76
202012141315;21.8;1001.26;59.3;-59;82
202012141320;21.8;1001.30;59.1;-53;94
202012141325;21.8;1001.00;58.9;-57;86
202012141330;21.8;1000.87;58.6;-54;92
202012141335;21.8;1000.88;58.5;-50;100
202012141340;21.8;1000.86;58.4;-52;96
202012141345;21.9;1000.91;58.2;-51;98
202012141350;21.9;1000.88;58.1;-53;94
202012141355;21.9;1000.89;58.0;-52;96
202012141400;21.9;1000.71;58.0;-51;98
202012141405;21.8;1000.84;59.3;-54;92
202012141410;21.9;1000.84;59.3;-54;92
202012141415;22.0;1000.87;58.4;-56;88
202012141420;22.0;1000.82;59.1;-54;92
202012141425;22.0;1000.87;58.4;-57;86
202012141430;22.0;1001.02;58.8;-56;88
202012141435;22.0;1001.03;59.1;-54;92
202012141440;22.1;1000.88;59.4;-56;88
202012141445;22.1;1000.88;58.8;-55;90
202012141450;22.0;1000.90;59.2;-54;92
202012141455;22.1;1000.93;59.3;-55;90
202012141500;22.1;1001.07;59.0;-52;96
202012141505;22.2;1000.81;59.0;-57;86
202012141510;22.2;1000.99;62.7;-54;92
202012141515;22.2;1000.83;61.3;-54;92
202012141520;22.1;1000.75;61.0;-60;80
202012141525;22.2;1000.83;62.6;-55;90
202012141530;22.1;1000.89;61.7;-54;92
202012141535;22.1;1000.96;62.1;-56;88
202012141540;22.1;1000.98;61.8;-57;86
202012141545;22.0;1000.91;62.4;-53;94
202012141550;22.0;1000.98;62.2;-54;92
202012141555;22.0;1000.89;61.8;-58;84
202012141600;22.0;1000.99;62.2;-56;88
202012141605;22.0;1000.99;62.0;-52;96
202012141610;22.0;1000.95;62.5;-55;90
202012141615;21.9;1001.04;62.2;-58;84
202012141620;22.0;1000.92;61.6;-56;88
202012141625;21.9;1000.80;61.7;-57;86
202012141630;21.9;1000.84;61.3;-54;92
202012141635;21.9;1000.85;61.0;-55;90
202012141640;21.9;1000.79;61.1;-54;92
202012141645;21.9;1001.00;61.0;-53;94
202012141650;21.8;1000.89;61.9;-52;96
202012141655;21.8;1000.87;62.9;-50;100
202012141700;21.8;1000.75;62.6;-55;90
202012141705;21.8;1000.77;63.2;-55;90
202012141710;21.8;1000.79;62.7;-52;96
202012141715;21.7;1000.64;63.0;-57;86
202012141720;21.7;1000.66;63.1;-53;94
202012141725;21.7;1000.52;62.9;-51;98
202012141730;21.8;1000.49;62.4;-54;92
202012141735;21.8;1000.44;62.6;-55;90
202012141740;21.9;1000.30;62.0;-56;88
202012141745;21.9;1000.54;61.6;-54;92
202012141750;21.9;1000.58;61.4;-55;90
202012141755;21.9;1000.67;62.2;-55;90
202012141800;21.9;1000.84;62.5;-57;86
202012141805;21.9;1000.77;62.6;-58;84
202012141810;21.9;1000.69;62.0;-57;86
202012141815;21.9;1000.65;62.3;-55;90
202012141820;21.9;1000.68;62.0;-55;90
202012141825;21.9;1000.70;62.1;-57;86
202012141830;21.9;1000.65;61.5;-56;88
202012141835;21.8;1000.57;61.6;-54;92
202012141840;21.8;1000.73;61.8;-56;88
202012141845;21.8;1000.84;61.7;-53;94
202012141850;21.7;1000.72;61.6;-55;90
202012141855;21.7;1000.72;61.7;-57;86
202012141900;21.7;1000.53;61.4;-56;88
202012141905;21.7;1000.54;61.9;-59;82
202012141915;21.6;999.43;61;-58;84
202012141920;21.6;999.37;61;-60;80
202012141925;21.7;999.31;61;-58;84
202012141930;21.8;999.32;61;-58;84
202012141935;21.7;999.21;61;-59;82
202012141940;21.6;999.33;61;-59;82
202012141945;21.6;999.40;61;-58;84
202012141950;21.6;999.50;61;-58;84
202012141955;21.6;999.57;61;-59;82
202012142000;21.7;999.66;61;-59;82
202012142005;21.6;999.64;61;-59;82
202012142010;21.6;999.63;61;-60;80
202012142015;21.5;999.63;61;-62;76
202012142020;21.4;999.63;61;-62;76
202012142025;21.4;999.70;61;-62;76
202012142030;21.3;999.82;61;-62;76
202012142035;21.2;999.88;61;-62;76
202012142040;21.1;999.95;61;-62;76
202012142045;21.0;999.95;61;-62;76
202012142050;21.0;999.96;61;-62;76
202012142055;20.9;999.87;61;-62;76
202012142100;20.9;999.86;61;-61;78
202012142105;20.8;999.86;61;-62;76
202012142110;20.8;999.81;61;-62;76
202012142115;20.8;999.84;61;-62;76
202012142120;20.7;999.88;61;-62;76
202012142125;20.7;999.84;61;-63;74
202012142130;20.7;1000.00;61;-62;76
202012142135;20.7;999.76;61;-62;76
202012142140;20.7;999.97;61;-62;76
202012142145;20.6;999.75;61;-62;76
202012142150;20.6;1000.05;61;-62;76
202012142155;20.6;1000.08;61;-62;76
202012142200;20.7;999.82;61;-63;74
202012142205;22.1;999.64;61;-63;74
202012142210;22.2;999.61;61;-63;74
202012142215;22.1;999.63;61;-63;74
202012142220;21.9;1000.83;60.5;-56;88
202012142225;21.9;1000.72;60.6;-57;86
202012142230;21.1;1000.90;61.9;-59;82
202012142235;20.8;1000.90;59.1;-60;80
202012142240;20.5;1001.04;57.4;-59;82
202012142245;20.3;1001.14;57.3;-57;86
202012142250;20.3;1001.09;57.2;-58;84
202012142255;20.9;1001.05;54.8;-57;86
202012142300;21.3;1001.08;54.7;-58;84
202012142305;21.4;1000.95;54.8;-58;84
202012142310;21.6;1000.79;54.8;-52;96
202012142315;21.8;1000.86;54.7;-56;88
202012142320;21.8;1000.93;55.5;-57;86
202012142325;21.9;1001.03;55.0;-57;86
202012142330;21.9;1001.02;55.2;-57;86
202012142335;22.0;1000.89;55.4;-54;92
202012142340;21.9;1001.09;55.4;-57;86
202012142345;22.0;1000.90;54.9;-57;86
202012142350;22.0;1000.87;55.5;-55;90
202012142355;22.0;1000.88;55.4;-49;100
202012150000;22.1;1000.97;55.8;-56;88
202012150005;22.1;1001.21;56.3;-56;88
202012150010;22.2;1001.38;55.9;-57;86
202012150015;22.3;1001.32;56.8;-58;84
202012150020;22.3;1001.29;56.9;-56;88
202012150025;22.2;1001.20;57.6;-55;90
202012150030;22.2;1001.23;57.6;-57;86
202012150035;22.3;1001.06;57.3;-57;86
202012150040;22.2;1001.02;57.3;-57;86
202012150045;22.2;1001.10;57.4;-57;86
202012150050;22.2;1000.85;57.8;-52;96
202012150055;22.5;1001.01;56.5;-64;72
202012150100;22.5;1001.15;56.6;-60;80
202012150105;22.5;1001.02;56.4;-63;74
202012150110;22.4;1001.07;56.7;-63;74
202012150115;22.1;1001.09;57.3;-63;74
202012150120;22.0;1001.12;57.4;-64;72
202012150125;22.0;1001.05;57.5;-63;74
202012150130;21.9;1001.07;57.6;-64;72
202012150135;21.9;1001.03;57.6;-63;74
202012150140;21.8;1000.94;57.8;-63;74
202012150145;21.7;1000.94;57.8;-63;74
202012150150;21.7;1000.91;57.9;-62;76
202012150155;21.6;1000.75;58.0;-64;72
202012150200;21.5;1000.65;58.1;-63;74
202012150205;21.5;1000.58;58.0;-63;74
202012150210;21.5;1000.97;58.0;-63;74
202012150215;21.5;1001.14;57.8;-64;72
202012150220;21.5;1001.29;57.7;-63;74
202012150225;21.4;1001.29;57.7;-63;74
202012150230;21.4;1001.32;57.7;-62;76
202012150235;21.4;1001.32;57.9;-63;74
202012150240;21.4;1001.19;58.0;-63;74
202012150245;21.3;1001.17;58.0;-63;74
202012150250;21.3;1001.28;58.4;-63;74
202012150255;21.3;1001.25;58.2;-63;74
202012150300;21.3;1001.37;58.2;-63;74
202012150305;21.3;1001.47;58.2;-63;74
202012150310;21.2;1001.40;58.1;-64;72
202012150315;21.2;1001.44;58.3;-63;74
202012150320;21.2;1001.32;58.1;-63;74
202012150325;21.2;1001.37;58.1;-63;74
202012150330;21.1;1001.36;58.2;-63;74
202012150335;21.1;1001.34;58.1;-63;74
202012150340;21.1;1001.27;58.1;-62;76
202012150345;21.2;1001.30;58.0;-63;74
202012150350;21.2;1001.33;58.0;-64;72
202012150355;21.2;1001.31;58.1;-63;74
202012150400;21.2;1001.25;58.0;-63;74
202012150405;21.2;1001.31;57.9;-64;72
202012150410;21.2;1001.17;57.9;-62;76
202012150415;21.2;1001.31;57.7;-63;74
202012150420;21.2;1001.38;57.7;-63;74
202012150425;21.2;1001.49;57.7;-62;76
202012150430;21.2;1001.53;57.7;-63;74
202012150435;21.2;1001.59;57.5;-64;72
202012150440;21.2;1001.41;57.8;-63;74
202012150445;21.2;1001.31;57.7;-63;74
202012150450;21.2;1001.32;57.5;-63;74
202012150455;21.2;1001.33;57.6;-63;74
202012150500;21.2;1001.17;57.6;-63;74
202012150505;21.2;1001.21;57.6;-63;74
202012150510;21.2;1001.15;57.7;-62;76
202012150515;21.2;1001.25;57.5;-62;76
202012150520;21.2;1001.28;57.6;-63;74
202012150525;21.2;1001.33;57.4;-62;76
202012150530;21.2;1001.22;57.3;-62;76
202012150535;21.2;1001.40;57.3;-62;76
202012150540;21.2;1001.46;57.2;-62;76
202012150545;21.2;1001.44;57.3;-63;74
202012150550;21.2;1001.42;57.2;-62;76
202012150555;21.2;1001.52;57.0;-63;74
202012150600;21.2;1001.73;57.1;-62;76
202012150605;21.2;1001.82;57.1;-65;70
202012150610;21.3;1001.91;56.8;-63;74
202012150615;21.3;1001.99;56.9;-62;76
202012150620;21.3;1001.97;56.8;-62;76
202012150625;21.3;1002.00;56.9;-62;76
202012150630;21.3;1001.92;56.9;-62;76
202012150635;21.3;1001.80;57.0;-64;72
202012150640;21.3;1001.82;56.9;-63;74
202012150645;21.3;1001.81;57.0;-63;74
202012150650;21.3;1001.88;56.9;-63;74
202012150655;21.2;1001.95;56.8;-64;72
202012150700;21.2;1002.06;56.8;-65;70
202012150705;21.3;1002.10;56.7;-63;74
202012150710;21.2;1002.16;56.8;-65;70
202012150715;21.3;1002.10;56.3;-64;72
202012150720;21.2;1002.13;56.7;-66;68
202012150725;21.3;1002.20;56.6;-66;68
202012150730;21.3;1002.22;56.5;-65;70
202012150735;21.3;1002.31;56.6;-65;70
202012150740;21.3;1002.36;56.6;-65;70
202012150745;21.3;1002.28;56.4;-65;70
202012150750;21.3;1002.38;56.4;-64;72
202012150755;21.4;1002.44;56.2;-66;68
202012150800;21.3;1002.35;56.3;-66;68
202012150805;21.3;1002.45;56.2;-65;70
202012150810;21.3;1002.49;56.4;-66;68
202012150815;21.3;1002.45;56.4;-65;70
202012150820;21.3;1002.59;56.4;-64;72
202012150825;21.3;1002.67;56.3;-65;70
202012150830;21.3;1002.72;56.5;-63;74
202012150835;21.3;1002.70;56.4;-64;72
202012150840;21.3;1002.71;56.4;-63;74
202012150845;21.3;1002.76;56.1;-64;72
202012150850;21.3;1002.88;56.2;-64;72
202012150855;21.3;1002.85;56.1;-64;72
202012150900;21.3;1003.00;56.2;-65;70
202012150905;21.3;1003.12;56.1;-63;74
202012150910;21.4;1003.16;55.7;-65;70
202012150915;21.4;1003.17;55.9;-64;72
202012150920;21.4;1003.22;55.8;-64;72
202012150925;21.4;1003.36;55.8;-64;72
202012150930;21.4;1003.36;55.9;-64;72
202012150935;21.4;1003.35;55.9;-64;72
202012150940;21.4;1003.39;55.6;-65;70
202012150945;21.4;1003.53;55.8;-64;72
202012150950;21.4;1003.56;55.5;-64;72
202012150955;21.4;1003.67;55.6;-64;72
202012151000;21.4;1003.71;55.4;-65;70
202012151005;21.4;1003.83;55.9;-64;72
202012151010;21.5;1004.03;55.2;-65;70
202012151015;21.4;1004.13;55.8;-65;70
202012151020;21.4;1004.08;55.4;-65;70
202012151025;21.4;1004.21;55.3;-64;72
202012151030;21.4;1004.19;55.7;-65;70
202012151035;21.4;1004.31;55.5;-63;74
202012151040;21.4;1004.40;55.3;-63;74
202012151045;21.4;1004.61;55.4;-65;70
202012151050;21.4;1004.79;55.4;-64;72
202012151055;21.4;1004.85;55.5;-65;70
202012151100;21.5;1004.86;55.3;-64;72
202012151105;21.4;1004.90;55.4;-64;72
202012151110;21.4;1004.97;55.4;-67;66
202012151115;21.4;1005.08;56.6;-64;72
202012151120;21.4;1005.08;56.8;-72;56
202012151125;21.4;1005.10;57.5;-67;66
202012151130;21.5;1005.17;59.1;-71;58
202012151135;21.5;1005.16;60.0;-67;66
202012151140;19.2;1005.22;57.8;-64;72
202012151145;17.2;1005.35;57.9;-64;72
202012151150;18.3;1005.32;53.9;-65;70
202012151155;17.2;1005.44;55.4;-62;76
202012151200;18.8;1005.32;52.6;-70;60
202012151205;19.9;1005.27;51.0;-70;60
202012151210;20.4;1005.41;50.7;-69;62
202012151215;20.7;1005.35;50.6;-72;56
202012151220;21.1;1005.39;50.5;-67;66
202012151225;21.3;1005.39;51.0;-67;66
202012151230;21.5;1005.42;51.6;-67;66
202012151235;21.7;1005.44;52.0;-65;70
202012151240;22.0;1005.47;51.3;-68;64
202012151245;22.1;1005.49;51.8;-67;66
202012151250;22.2;1005.45;52.2;-65;70
202012151255;22.2;1005.49;53.6;-66;68
202012151300;22.3;1005.54;55.0;-69;62
202012151305;22.3;1005.58;55.5;-66;68
202012151310;22.4;1005.57;55.1;-67;66
202012151315;22.4;1005.66;55.1;-65;70
202012151320;22.5;1005.71;54.9;-65;70
202012151325;22.6;1005.76;55.0;-65;70
202012151330;22.3;1005.84;58.9;-62;76
202012151335;22.4;1005.79;58.6;-69;62
202012151340;22.4;1005.83;58.5;-70;60
202012151345;22.3;1005.90;59.3;-68;64
202012151350;22.2;1005.81;59.1;-69;62
202012151355;22.2;1006.02;59.4;-67;66
202012151400;22.2;1005.97;59.4;-68;64
202012151405;22.2;1006.09;59.4;-67;66
202012151410;22.2;1006.14;58.8;-68;64
202012151420;22.1;1006.19;58.9;-69;62
202012151425;22.1;1006.25;59.1;-67;66
202012151430;22.1;1006.37;59.0;-68;64
202012151435;22.1;1006.21;59.0;-68;64
202012151440;22.1;1006.19;58.9;-69;62
202012151445;22.0;1006.18;59.2;-68;64
202012151450;22.1;1006.24;58.6;-68;64
202012151455;22.1;1006.27;58.8;-68;64
202012151500;22.1;1006.33;58.5;-68;64
202012151505;22.0;1006.41;58.7;-68;64
202012151510;22.0;1006.46;59.0;-67;66
202012151515;21.9;1006.47;58.8;-67;66
202012151520;21.9;1006.55;59.2;-68;64
202012151525;21.9;1006.57;58.9;-68;64
202012151530;21.9;1006.64;59.1;-67;66
202012151535;21.8;1006.67;59.3;-67;66
202012151540;21.6;1006.67;57.3;-67;66
202012151545;21.8;1006.62;55.5;-67;66
202012151550;21.8;1006.65;56.6;-67;66
202012151555;21.7;1006.85;58.0;-64;72
202012151600;21.7;1006.84;59.6;-62;76
202012151605;21.5;1006.78;59.8;-65;70
202012151610;21.8;1006.92;57.2;-63;74
202012151615;22.0;1006.87;57.3;-63;74
202012151620;22.1;1006.96;56.6;-64;72
202012151625;22.2;1006.97;55.9;-63;74
202012151630;22.1;1006.97;56.5;-62;76
202012151635;22.1;1007.01;56.9;-63;74
202012151640;22.1;1006.98;56.7;-62;76
202012151645;22.1;1007.13;56.9;-63;74
202012151650;22.1;1007.09;56.9;-64;72
202012151655;22.1;1007.12;56.5;-64;72
202012151700;22.1;1007.10;56.7;-64;72
202012151705;22.1;1007.21;57.0;-63;74
202012151710;22.0;1007.23;57.0;-64;72
202012151715;22.0;1007.24;57.0;-64;72
202012151720;22.1;1007.36;57.6;-64;72
202012151725;22.1;1007.30;58.8;-66;68
202012151730;22.2;1007.22;58.9;-67;66
202012151735;22.2;1007.28;59.1;-64;72
202012151740;22.3;1007.24;59.2;-68;64
202012151745;22.3;1007.12;59.5;-63;74
202012151750;22.3;1007.07;59.5;-63;74
202012151755;22.3;1007.02;59.4;-65;70
202012151800;22.4;1007.04;60.1;-62;76
202012151805;22.5;1007.02;59.2;-60;80
202012151810;22.5;1007.07;58.9;-65;70
202012151815;22.7;1007.14;59.2;-60;80
202012151820;22.6;1007.23;59.1;-68;64
202012151825;22.6;1007.27;59.2;-62;76
202012151830;22.6;1007.41;59.9;-63;74
202012151835;22.6;1007.29;59.3;-63;74
202012151840;22.6;1007.26;59.2;-64;72
202012151845;22.6;1007.40;60.0;-63;74
202012151850;22.6;1007.30;59.4;-63;74
202012151855;22.5;1007.36;59.9;-61;78
202012151900;22.5;1007.42;60.0;-67;66
202012151905;22.5;1007.45;60.1;-65;70
202012151910;22.5;1007.56;59.6;-64;72
202012151915;22.5;1007.61;59.5;-65;70
202012151920;22.5;1007.63;59.7;-69;62
202012151925;22.4;1007.68;59.7;-66;68
202012151930;22.4;1007.72;59.9;-60;80
202012151935;22.4;1007.78;60.1;-63;74
202012151940;22.4;1007.80;60.2;-60;80
202012151945;22.4;1007.95;59.9;-61;78
202012151950;22.5;1008.04;59.7;-62;76
202012151955;22.4;1007.95;59.9;-66;68
202012152000;22.3;1007.99;60.3;-60;80
202012152005;22.4;1008.15;59.4;-63;74
202012152010;22.4;1008.25;59.6;-63;74
202012152015;22.4;1008.30;59.8;-63;74
202012152020;22.4;1008.37;59.7;-64;72
202012152025;22.4;1008.43;60.3;-66;68
202012152030;22.4;1008.46;61.0;-65;70
202012152035;22.4;1008.50;61.1;-64;72
202012152040;22.4;1008.52;61.3;-65;70
202012152045;22.4;1008.56;61.3;-64;72
202012152050;22.3;1008.69;61.5;-64;72
202012152055;22.3;1008.72;61.3;-64;72
202012152100;22.3;1008.76;61.4;-63;74
202012152105;22.3;1008.71;61.3;-65;70
202012152110;22.3;1008.67;61.2;-65;70
202012152115;22.3;1008.63;61.2;-64;72
202012152120;22.2;1008.56;60.9;-64;72
202012152125;22.2;1008.57;60.9;-64;72
202012152130;22.1;1008.54;60.7;-64;72
202012152135;22.1;1008.50;60.7;-64;72
202012152140;22.1;1008.51;61.0;-63;74
202012152145;22.1;1008.42;60.9;-64;72
202012152150;22.1;1008.47;60.9;-65;70
202012152155;22.2;1008.51;60.5;-64;72
202012152200;22.1;1008.41;60.8;-65;70
202012152205;22.1;1008.43;60.7;-66;68
202012152210;22.1;1008.50;60.8;-64;72
202012152215;22.0;1008.58;60.8;-64;72
202012152220;22.1;1008.55;60.6;-63;74
202012152225;22.1;1008.48;60.6;-64;72
202012152230;22.1;1008.57;60.4;-63;74
202012152235;22.0;1008.54;60.4;-64;72
202012152240;22.0;1008.60;60.5;-60;80
202012152245;22.1;1008.52;60.4;-62;76
202012152250;22.1;1008.45;60.2;-63;74
202012152255;22.1;1008.46;60.6;-63;74
202012152300;22.1;1008.50;60.3;-61;78
202012152305;22.1;1008.46;60.2;-63;74
202012152310;22.0;1008.50;60.2;-65;70
202012152315;22.0;1008.58;60.1;-62;76
202012152320;22.0;1008.62;59.8;-62;76
202012152325;22.0;1008.57;60.0;-60;80
202012152330;22.0;1008.58;59.9;-62;76
202012152335;21.9;1008.54;60.1;-59;82
202012152340;21.9;1008.61;60.4;-60;80
202012152345;21.9;1008.65;60.0;-60;80
202012152350;21.9;1008.61;60.3;-62;76
202012152355;21.8;1008.58;59.8;-59;82
202012160000;21.8;1008.54;60.2;-58;84
202012160005;21.8;1008.52;60.0;-60;80
202012160010;21.8;1008.49;60.0;-59;82
202012160015;21.8;1008.43;59.9;-62;76
202012160020;21.8;1008.37;59.9;-61;78
202012160025;21.8;1008.36;59.7;-61;78
202012160030;21.8;1008.30;59.8;-59;82
202012160035;21.8;1008.22;59.8;-58;84
202012160040;21.8;1008.29;59.4;-61;78
202012160045;21.8;1008.23;59.8;-64;72
202012160050;21.8;1008.32;59.4;-62;76
202012160055;21.8;1008.25;59.5;-58;84
202012160100;21.7;1008.25;59.2;-59;82
202012160105;21.8;1008.38;59.7;-61;78
202012160110;21.8;1008.37;59.3;-59;82
202012160115;21.8;1008.43;59.5;-59;82
202012160120;21.8;1008.43;59.1;-60;80
202012160125;21.8;1008.52;59.3;-60;80
202012160130;21.8;1008.52;59.2;-63;74
202012160135;21.8;1008.55;59.0;-61;78
202012160140;21.8;1008.57;59.0;-61;78
202012160145;21.8;1008.71;59.4;-58;84
202012160150;21.8;1008.59;59.1;-59;82
202012160155;21.8;1008.48;59.0;-60;80
202012160200;21.8;1008.50;59.0;-59;82
202012160205;21.7;1008.50;58.9;-61;78
202012160210;21.7;1008.35;59.7;-59;82
202012160215;21.6;1008.44;59.4;-61;78
202012160220;21.5;1008.37;59.3;-61;78
202012160225;21.5;1008.39;59.1;-62;76
202012160230;21.4;1008.41;59.0;-61;78
202012160235;21.4;1008.45;59.0;-61;78
202012160240;21.4;1008.48;58.8;-61;78
202012160245;21.4;1008.46;58.8;-61;78
202012160250;21.4;1008.41;58.8;-61;78
202012160255;21.3;1008.57;58.8;-62;76
202012160300;21.3;1008.48;58.6;-62;76
202012160305;21.3;1008.40;58.6;-61;78
202012160310;21.3;1008.48;58.6;-61;78
202012160315;21.3;1008.60;58.5;-60;80
202012160320;21.3;1008.57;58.5;-61;78
202012160325;21.3;1008.63;58.4;-61;78
202012160330;21.2;1008.57;58.4;-61;78
202012160335;21.2;1008.61;58.2;-61;78
202012160340;21.2;1008.46;58.2;-61;78
202012160345;21.3;1008.53;58.0;-61;78
202012160350;21.3;1008.44;57.8;-60;80
202012160355;21.3;1008.47;57.8;-61;78
202012160400;21.3;1008.46;57.4;-62;76
202012160405;21.4;1008.57;57.6;-61;78
202012160410;21.4;1008.52;57.2;-62;76
202012160415;21.4;1008.48;57.0;-61;78
